序号,画面标识,结果,位置,置信度
1067,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,330,51,437",0.32
1068,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"512,172,552,245",0.52
1069,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,377,42,533",0.42
1070,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,330,51,437",0.32
1071,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"472,137,512,235",0.59
1072,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,41,532",0.45
1073,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"512,177,554,248",0.43
1074,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"472,137,512,235",0.59
1075,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,41,532",0.45
1076,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"512,177,554,248",0.43
1077,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"472,137,512,235",0.59
1078,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,41,532",0.45
1079,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"512,177,554,248",0.43
1080,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,181,557,253",0.50
1081,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"471,136,513,237",0.48
1082,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,40,532",0.41
1083,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"516,180,559,256",0.58
1084,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"470,135,514,240",0.47
1085,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,40,532",0.36
1086,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"516,180,559,256",0.58
1087,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"470,135,514,240",0.47
1088,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,40,532",0.36
1089,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"521,180,562,265",0.73
1090,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"468,138,514,252",0.63
1091,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,39,532",0.34
1092,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"521,180,562,265",0.73
1093,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"468,138,514,252",0.64
1094,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,39,532",0.34
1095,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"464,134,514,247",0.66
1096,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"522,179,564,274",0.43
1097,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,39,531",0.32
1098,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"464,134,514,247",0.66
1099,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"522,179,564,274",0.43
1100,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,39,531",0.32
1101,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"524,184,567,280",0.72
1102,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"460,135,511,253",0.71
1103,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,39,531",0.34
1104,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"458,135,508,251",0.82
1105,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"524,188,567,279",0.74
1106,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,40,530",0.50
1107,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"1,334,51,420",0.33
1108,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"458,135,508,251",0.82
1109,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"524,188,567,279",0.74
1110,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,40,530",0.50
1111,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"1,334,51,420",0.33
1112,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"458,135,508,251",0.82
1113,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"524,188,567,279",0.74
1114,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,40,530",0.50
1115,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"1,334,51,420",0.33
1116,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"523,190,565,279",0.78
1117,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"458,138,505,247",0.74
1118,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,41,530",0.49
1119,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"1,333,51,417",0.44
1120,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"523,190,565,279",0.78
1121,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"458,138,505,247",0.74
1122,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,41,530",0.49
1123,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"1,333,51,417",0.44
1124,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"523,190,565,279",0.78
1125,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"458,137,505,247",0.74
1126,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,41,530",0.49
1127,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"1,333,51,417",0.44
1128,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"519,191,562,281",0.69
1129,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,530",0.57
1130,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"453,137,499,244",0.41
1131,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"1,333,51,416",0.38
1132,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"519,191,562,281",0.69
1133,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,530",0.57
1134,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"453,137,499,244",0.41
1135,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"1,333,51,416",0.38
1136,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,199,560,281",0.83
1137,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,42,529",0.67
1138,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"448,140,495,251",0.59
1139,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,199,560,281",0.83
1140,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,42,529",0.67
1141,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"448,140,495,251",0.59
1142,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,199,560,281",0.83
1143,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,42,529",0.67
1144,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"448,140,495,251",0.59
1145,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"511,201,559,286",0.84
1146,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,42,530",0.57
1147,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"442,136,490,252",0.53
1148,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"511,201,559,286",0.84
1149,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,42,530",0.57
1150,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"442,136,490,252",0.54
1151,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"508,199,559,286",0.73
1152,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,42,529",0.61
1153,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"508,199,559,286",0.73
1154,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,42,529",0.61
1155,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"508,199,559,286",0.73
1156,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,42,529",0.61
1157,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,380,42,530",0.48
1158,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"504,205,559,288",0.45
1159,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,380,42,530",0.48
1160,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"504,205,559,288",0.45
1161,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"502,204,558,294",0.36
1162,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,377,42,530",0.28
1163,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,384,41,530",0.28
1164,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,384,41,530",0.28
1165,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,41,530",0.46
1166,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,41,530",0.46
1167,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,529",0.61
1168,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,小组讨论,"596,357,640,500",0.28
1169,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,529",0.61
1170,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,小组讨论,"596,357,640,500",0.28
1171,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,529",0.64
1172,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,529",0.64
1173,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,529",0.64
1174,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,529",0.65
1175,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,529",0.64
1176,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,小组讨论,"599,355,640,502",0.27
1177,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,399,31,493",0.26
1178,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,529",0.64
1179,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,小组讨论,"599,354,640,502",0.27
1180,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,399,31,493",0.26
1181,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,529",0.64
1182,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,小组讨论,"599,355,640,502",0.27
1183,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,399,31,493",0.26
1184,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.57
1185,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,小组讨论,"599,352,640,502",0.37
1186,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.57
1187,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,小组讨论,"599,352,640,502",0.37
1188,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,529",0.62
1189,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,529",0.62
1190,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,529",0.62
1191,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,529",0.58
1192,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,41,529",0.65
1193,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,41,529",0.65
1194,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,529",0.64
1195,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,529",0.64
1196,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,529",0.64
1197,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,42,529",0.64
1198,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,42,529",0.64
1199,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,529",0.62
1200,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,529",0.62
1201,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,529",0.58
1202,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,529",0.58
1203,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,43,529",0.56
1204,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,43,529",0.56
1205,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,43,529",0.56
1206,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,43,529",0.58
1207,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,43,529",0.58
1208,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,43,529",0.55
1209,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,43,529",0.55
1210,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,43,529",0.55
1211,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,42,529",0.46
1212,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,42,529",0.46
1213,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,529",0.42
1214,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,529",0.42
1215,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,529",0.42
1216,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,529",0.42
1217,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,41,529",0.42
1218,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,529",0.34
1219,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,529",0.35
1220,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,529",0.38
1221,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,42,529",0.45
1222,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,42,529",0.45
1223,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,528",0.44
1224,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,528",0.44
1225,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,528",0.44
1226,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,529",0.41
1227,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,529",0.41
1228,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.43
1229,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.43
1230,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,529",0.46
1231,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,529",0.46
1232,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,529",0.42
1233,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,375,39,526",0.27
1234,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,375,39,526",0.27
1235,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,375,39,526",0.27
1236,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"238,488,313,636",0.35
1237,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"238,488,313,636",0.35
1238,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"238,488,313,636",0.35
1239,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"235,494,305,622",0.29
1240,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,381,221,525",0.34
1241,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,377,38,525",0.26
1242,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,381,221,525",0.34
1243,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,377,38,525",0.26
1244,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,381,221,525",0.34
1245,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,377,38,525",0.26
1246,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"245,461,310,589",0.68
1247,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,382,220,526",0.38
1248,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,381,39,525",0.37
1249,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"245,461,310,589",0.68
1250,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,382,220,526",0.38
1251,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,381,39,525",0.37
1252,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"245,461,310,589",0.68
1253,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,382,220,526",0.38
1254,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,381,39,525",0.37
1255,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,384,42,530",0.48
1256,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"132,382,220,525",0.33
1257,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,402,33,490",0.32
1258,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"364,182,397,225",0.72
1259,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,318",0.68
1260,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,326,570,424",0.62
1261,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"506,124,540,181",0.62
1262,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"461,196,499,246",0.61
1263,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"428,302,494,394",0.59
1264,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"89,178,123,227",0.58
1265,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"340,213,386,278",0.51
1266,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"190,141,217,183",0.49
1267,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,114,409,152",0.44
1268,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"504,171,547,233",0.39
1269,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"353,154,378,189",0.38
1270,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"340,114,359,146",0.37
1271,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"136,160,173,209",0.35
1272,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"265,190,301,242",0.33
1273,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"272,117,293,151",0.32
1274,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"208,230,254,298",0.31
1275,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"369,132,394,172",0.30
1276,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"344,130,367,165",0.28
1277,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"215,152,243,192",0.26
1278,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,240,346,322",0.26
1279,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"364,182,397,225",0.72
1280,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,318",0.68
1281,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,326,570,424",0.62
1282,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"506,124,540,181",0.62
1283,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"461,196,499,246",0.61
1284,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"428,302,494,394",0.59
1285,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"89,178,123,227",0.58
1286,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"340,213,386,278",0.51
1287,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"190,141,217,183",0.49
1288,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,114,409,152",0.44
1289,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"504,171,547,233",0.39
1290,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"353,154,378,189",0.38
1291,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"340,114,359,146",0.37
1292,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"136,160,173,209",0.35
1293,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"265,190,301,242",0.33
1294,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"272,117,293,151",0.32
1295,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"208,230,254,298",0.31
1296,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"369,132,394,172",0.30
1297,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"344,130,367,165",0.28
1298,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"215,152,243,192",0.26
1299,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,240,346,322",0.26
1300,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,327,568,424",0.75
1301,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"365,181,397,224",0.74
1302,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,319",0.67
1303,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,低头看书,"259,138,289,170",0.65
1304,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"461,196,499,246",0.65
1305,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"506,124,539,181",0.64
1306,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"428,303,494,391",0.58
1307,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"90,178,124,229",0.54
1308,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"272,117,293,150",0.49
1309,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"387,115,409,151",0.47
1310,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"340,213,385,278",0.45
1311,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"301,240,346,322",0.36
1312,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"215,152,243,191",0.34
1313,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"295,103,312,134",0.34
1314,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"190,141,217,182",0.33
1315,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"264,191,300,242",0.31
1316,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"300,160,328,201",0.31
1317,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"136,160,172,209",0.30
1318,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"354,152,378,189",0.29
1319,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"340,114,359,145",0.28
1320,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"344,130,367,167",0.28
1321,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,转头,"208,230,254,298",0.27
1322,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,举手,"504,173,547,234",0.26
1323,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"497,327,568,424",0.75
1324,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"365,181,397,224",0.74
1325,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"494,244,552,319",0.67
1326,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,低头看书,"259,138,289,170",0.65
1327,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"461,196,499,246",0.65
